Estado,Id de contacto,Id. de la oportunidad,Financiador: Nombre de la cuenta,Etapa,Etapa del Cr_dito,Situacion del Cliente,Potencia Instalada (W),Precio de Contado (Venta),Importe,Anticipo,Monto Mensualidad,Frecuencia Programada de Pagos (en dias),Numero de Pagos Programados,Number of Payments,Saldo Pagado,Saldo Total,Saldo Atrasado,Plazo del Credito (meses),Meses Transcurridos,Cantidad de Pagos realizados,% Pagado,Porcentaje de Pago a la Fecha,Rating Interno Credito,Nombre de la cuenta: Nombre de la cuenta
Nuevo Le—n,0031M00002qDsBf,0061M00000zfaPV,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,325,2660,2660,380,95,60,12,13,0,2660,855,24,5,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDsBQ,0061M00000zfaPL,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,570,2090,760,12,5,2,21.43,42.86,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDsCJ,0061M00000zfaPu,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDsC9,0061M00000zfaPf,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,1490,1170,-160,12,5,3,56.02,112.03,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCanm,0061M00000zf0lq,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1219.17,12,5,1,100,240,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCanc,0061M00000zf0lg,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2660,2660,380,190,30,12,13,3420,-760,-2090,12,5,7,128.57,257.14,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCanw,0061M00000zf0m0,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2090,2090,0,174.17,365,1,2,0,2090,870.83,12,5,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCanr,0061M00000zf0lv,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,760,1900,570,12,5,2,28.57,57.14,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCaoL,0061M00000zf0mK,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,580,2080,750,12,5,2,21.8,43.61,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCaoB,0061M00000zf0mA,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1219.17,12,5,1,100,240,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCanh,0061M00000zf0ll,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,1480,1180,-150,12,5,4,55.64,111.28,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCao6,0061M00000zf0m5,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1219.17,12,5,1,100,240,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qCaoG,0061M00000zf0mF,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,1330,1330,0,12,5,4,50,100,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qztUX,0061M000010Geh0,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,570,12,3,1,14.29,40,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qztUS,0061M000010Gegv,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1567.5,12,3,2,100,400,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qztUN,0061M000010Gegq,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1567.5,12,3,1,100,400,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxG9b,0061M00000zhLro,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,1120,1540,-170,12,3,3,42.11,117.89,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qweRS,0061M00000zgwCR,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1393.33,12,4,1,100,300,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qG9na,0061M00000zgfQL,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,140,2520,1000,12,4,1,5.26,12.28,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qG9nG,0061M00000zgfQB,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,140,2520,1000,12,4,1,5.26,12.28,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qweRD,0061M00000zgwCM,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,95,60,12,13,1380,1280,-620,24,4,2,51.88,181.58,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qztUh,0061M000010GehA,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1567.5,12,3,1,100,400,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qG9nu,0061M00000zgfQQ,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,325,2660,2660,360,95.83,60,12,13,0,2660,743.33,24,4,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qweRm,0061M00000zgwCg,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,95,60,12,13,880,1780,-120,24,4,2,33.08,115.79,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002pQm4r,0061M00000zeKZi,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2090,2090,0,1045,60,1,2,0,2090,2090,2,5,0,0,0,0,Aramberri ILUCentro
Nuevo Le—n,0031M00002pQm4w,0061M00000zeKZn,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002pQm4h,0061M00000zeKZT,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002pQm4c,0061M00000zeKZO,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002pQm4m,0061M00000zeKZd,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002pQm4S,0061M00000zeKZE,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,760,1900,570,12,5,3,28.57,57.14,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qG9o9,0061M00000zgfQa,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,95,60,12,13,380,2280,380,24,4,1,14.29,50,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qztUI,0061M000010Gegl,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,365,1,2,2090,0,-1567.5,12,3,1,100,400,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwecu,0061M00000zgwGE,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,325,2660,2660,380,95,60,12,13,0,2660,760,24,4,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxG9C,0061M00000zhLr0,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,95,60,12,13,380,2280,285,24,3,1,14.29,57.14,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qweSG,0061M00000zgwD0,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,95,60,12,13,760,1900,0,24,4,2,28.57,100,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxG9g,0061M00000zhLs3,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,325,2660,2660,380,95,60,12,13,0,2660,760,24,4,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxG9H,0061M00000zhLrF,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,95,60,12,13,380,2280,285,24,3,1,14.29,57.14,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxG9R,0061M00000zhLre,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,95,60,12,13,570,2090,95,24,3,2,21.43,85.71,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxG97,0061M00000zhLqq,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,30,12,13,570,2090,380,12,3,2,21.43,60,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qweRX,0061M00000zgwCW,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,95,60,12,13,880,1780,-120,24,4,2,33.08,115.79,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwecf,0061M00000zgwG9,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,325,2660,2660,380,95,60,12,13,0,2660,760,24,4,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qztUm,0061M000010GehF,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,95,60,12,13,380,2280,285,24,3,1,14.29,57.14,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBM6u,0061M00000z3TCM,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,760,1900,0,12,2,3,28.57,100,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBNCF,0061M00000z3Td5,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,30,12,13,380,2280,380,12,2,2,14.29,50,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBNCo,0061M00000z3TdF,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,380,2280,190,12,1,1,14.29,66.67,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBM8g,0061M00000z3TDP,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,0,2660,760,12,2,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBM8H,0061M00000z3TD5,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,0,174.17,365,1,2,0,2090,348.33,12,2,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBNBq,0061M00000z3Td0,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,0,2660,760,12,2,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBeFf,0061M00000z3ZfE,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,0,2660,570,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBM7J,0061M00000z3TCb,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,190,2470,570,12,2,1,7.14,25,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBeBd,0061M00000z3ZeV,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,0,2660,760,12,2,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBBWZ,0061M00000z3Oni,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,780,1880,-20,12,2,3,29.32,102.63,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qFO87,0061M00000zgOPb,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,0,174.17,30,12,13,2090,0,-1393.33,12,4,1,100,300,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qFPEX,0061M00000zgOyP,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1392.67,12,4,1,100,299.71,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qFPFf,0061M00000zgOyZ,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,190,2470,950,12,4,1,7.14,16.67,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qFPDt,0061M00000zgOy5,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2090,2090,1,174.08,365,1,2,0,2090,697.33,12,4,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sBeSt,0061M00000z3ZhK,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qECXt,0061M00000zfhuN,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,30,12,13,950,1710,380,12,5,2,35.71,71.43,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDxYk,0061M00000zfcKU,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDmA8,0061M00000zfXYq,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,360,2300,970,12,5,2,13.53,27.07,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDMLI,0061M00000zfPdm,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,1360,1300,-30,12,5,5,51.13,102.26,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDJCQ,0061M00000zfO0B,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,950,12,5,1,14.29,28.57,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qDmJQ,0061M00000zfXcd,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,1140,1520,190,12,5,5,42.86,85.71,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwRvx,0061M00000zgo7q,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2090,2090,1,174.08,365,1,2,300,1790,397.33,12,4,1,14.35,43.02,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwRwC,0061M00000zgo8A,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,760,12,4,1,14.29,33.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwRw7,0061M00000zgo85,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,760,12,4,1,14.29,33.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzNy,0061M00000zh6xf,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,760,12,4,1,14.29,33.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxFJ5,0061M00000zhEd2,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2090,2090,380,142.5,30,12,13,0,2090,807.5,12,3,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzOh,0061M00000zh6y4,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,760,12,4,1,14.29,33.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwRw2,0061M00000zgo80,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,760,12,4,1,14.29,33.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qyCpr,0061M000010FeAK,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,950,1710,0,12,3,4,35.71,100,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzON,0061M00000zh6xu,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,570,2090,570,12,4,1,21.43,50,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qx5my,0061M00000zh9X6,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,325,2660,2660,380,190,30,12,13,0,2660,1330,12,5,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzNe,0061M00000zh6xQ,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,380,2280,760,12,4,1,14.29,33.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxFJA,0061M00000zhEd7,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,1000,1090,-476.75,12,3,1,47.85,191.11,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qxO4U,0061M000010F7C4,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,2000,660,-860,12,4,1,75.19,175.44,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzOI,0061M00000zh6xp,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2660,2660,380,190,30,12,13,0,2660,1140,12,4,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qx5nD,0061M00000zh9XG,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,1090,1000,-392.67,12,4,1,52.15,156.31,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzNt,0061M00000zh6xV,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,30,12,13,2090,0,-1392.67,12,4,2,100,299.71,3,Aramberri ILUCentro
Nuevo Le—n,0031M00002qwzOr,0061M00000zh6y9,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,950,1710,190,12,4,4,35.71,83.33,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002tAkKC,0061M00000z4atc,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,975,1,1,1,0,30,12,13,0,1,1,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002tAkK7,0061M00000z4atX,FSUE Ronda 1.5,Vendido,Cobrando,Moroso,650,1,1,1,0,30,12,13,0,1,1,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCd5T,0061M00000z4873,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,1000,1090,-824.92,12,1,1,47.85,571.16,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCdSS,0061M00000z48FM,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCdBv,0061M00000z489d,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1914.92,12,1,1,100,1193.72,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZqz,0061M00000z46ZN,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1914.92,12,1,1,100,1193.72,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZrJ,0061M00000z46ZX,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCd2F,0061M00000z485b,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZsM,0061M00000z46a6,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1914.92,12,1,1,100,1193.72,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCm46,0061M00000z4BLV,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,1300,2145,2145,1,178.67,365,1,2,0,2145,179.67,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWwQ,0061M00000z39TX,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,60,6,7,380,2280,380,12,2,1,14.29,50,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZri,0061M00000z46Zm,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1914.92,12,1,1,100,1193.72,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZrO,0061M00000z46Zc,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1914.92,12,1,1,100,1193.72,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWvS,0061M00000z39TD,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,60,6,7,1000,1660,-240,12,2,1,37.59,131.58,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWw1,0061M00000z39TS,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,60,6,8,1150,1510,-390,12,2,2,43.23,151.32,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWvX,0061M00000z39TI,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,30,12,13,570,2090,190,12,2,2,21.43,75,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWuy,0061M00000z39Sj,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,60,6,7,380,2280,380,12,2,1,14.29,50,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZqk,0061M00000z46ZD,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,60,6,7,380,2280,190,12,1,1,14.29,66.67,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWuZ,0061M00000z39Se,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,60,6,7,380,2280,380,12,2,1,14.29,50,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002sAWvD,0061M00000z39T3,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,60,6,7,1000,1660,-240,12,2,1,37.59,131.58,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZrY,0061M00000z46Zh,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,5,173.75,365,1,2,2090,0,-1911.25,12,1,1,100,1169.23,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZrE,0061M00000z46ZS,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZsH,0061M00000z46a1,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZs7,0061M00000z46Zw,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZqu,0061M00000z46ZI,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZqa,0061M00000z46Z8,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002sCZrn,0061M00000z46Zr,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2090,2090,1,174.08,365,1,2,0,2090,175.08,12,1,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002s9kdo,0061M00000z2o11,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR30,325,2660,2660,380,190,60,6,7,380,2280,380,12,2,1,14.29,50,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002s9kdP,0061M00000z2o0w,FSUE Ronda 1.5,Vendido,Cobrando,Cr_dito Sano,325,2660,2660,380,190,60,6,7,760,1900,0,12,2,2,28.57,100,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002s5nXz,0061M000010HIBL,FSUE Ronda 1.5,Vendido,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2080,10,-1730.83,12,2,1,99.52,595.7,No Disponible,Aramberri ILUCentro
Coahuila de Zaragoza,0031M00002s5nVF,0061M000010HI9e,FSUE Ronda 1.5,Vendido,Cobrando,Deudor PAR 60,325,2090,2090,1,174.08,365,1,2,0,2090,349.17,12,2,0,0,0,No Disponible,Aramberri ILUCentro
Nuevo Le—n,0031M00002s9kdK,0061M00000z2o0r,FSUE Ronda 1.5,Pagado,Pagado,Cr_dito Sano,325,2090,2090,1,174.08,365,1,2,2090,0,-1740.83,12,2,1,100,598.57,No Disponible,Aramberri ILUCentro
